High1 High2 High3 High4 Low1 Low2 Low3 Low4
217953_at 3.63951069019407 3.53802222588639 3.38655203389864 3.38383778280357 3.38631925056744 3.57635554853329 3.27244836013047 3.25443089257405
217954_s_at 9.77830406550834 9.87170375071737 9.91097212918237 9.44295224322859 9.93920543246852 9.82161803851662 9.90583814488697 9.9371812728392
217955_at 8.68083827859602 8.57963509845312 8.5995737666888 8.98046229385881 8.43258174214042 8.3123636521477 8.24293859741799 8.2476659251563
217956_s_at 10.8871347144938 10.9114601325314 10.8894489063245 11.790475284254 11.5132134509461 11.4811833704804 11.3287525276567 11.3559215392344
217957_at 11.2113279728794 11.0943359444819 11.1888782847349 11.2634205174606 10.9974445879199 11.0677358214861 10.9647547923634 10.9890354828597
217958_at 10.6635528987815 10.5758566034468 10.5796867347904 10.5368485995529 10.7625683597831 10.92731807689 10.7982046238947 10.8261773396964
217959_s_at 10.3332934140555 10.2674703439591 10.3797059902886 10.3964647298133 10.3995055725733 10.5321789831333 10.409252120576 10.4346413851553
217960_s_at 8.55622832369556 8.71070364412357 8.53768102804751 8.66753434279324 7.6158300491423 7.58434067601575 7.71772214605994 7.63204612718863
217961_at 8.57081692050718 8.51213609662733 8.32212806870828 8.25860689586402 8.17282864065839 8.24299573137215 8.00998525794082 7.89545048623932
217962_at 12.1724357875532 12.1051156698689 12.1634247711661 12.2653390653158 12.3792528061659 12.4618550791154 12.4612007773012 12.4769127416938
217964_at 9.90790918455691 9.88477231660751 9.86115503692615 9.93565180559863 10.1352575606652 10.1121998054133 10.1239804571168 10.1517063576746
217965_s_at 9.58714303894899 9.64607686245013 9.73204483549768 9.51990285513642 9.1625292706157 9.36079694124668 9.21141712086845 9.15316444754487
217966_s_at 5.25944848150735 5.70040537141817 5.58707129921976 4.8785110942624 6.84293253166816 6.82432663258664 6.64016029011477 6.50571864087152
217967_s_at 5.92290508051139 5.9453080271566 5.82364207177411 5.35897610064598 7.20500652009737 7.02014847946478 7.08261531546457 6.97248183144092
217968_at 8.3784807544505 8.28833446861575 8.42881494401683 8.54346905381446 8.50004158323459 8.53062357006004 8.53487569053779 8.4139334043082
217969_at 10.7766338366338 10.6435174078468 10.7413239289224 10.6826358390683 10.4826719448781 10.4542926996829 10.3989557394547 10.2994425190933
217970_s_at 9.576284971604 9.63972310309751 9.63268418919659 9.59328451748972 9.46160279548918 9.28090324404431 9.41255745760816 9.46535034684745
217971_at 9.98210630404157 10.0039219995838 9.94290814563827 10.4887140150705 10.5464065493701 10.3586928867107 10.334299958474 10.3720266184132
217972_at 9.69280004673417 9.74793160140814 9.762874458593 9.49952340523188 9.38752026785348 9.25251741821715 9.09222977875498 9.11860338475208
217973_at 9.60344507124345 9.64813031348569 9.60104722387526 10.7517799586242 10.544994210893 10.6048176418835 10.6001658095385 10.6338413056858
217974_at 5.17692572455113 5.37915210037987 5.15048285417361 6.60212008666167 6.57811469352031 6.3847196119273 6.44429172400355 6.34937147286327
217976_s_at 9.55996331865405 9.48233358241419 9.54372838344968 9.65035585954454 9.48934628855569 9.50434113656162 9.32903253043855 9.37320247228816
217977_at 8.19853772741495 8.15971952550858 8.20948970634637 9.17920160330238 8.97623201473566 9.04540040300541 9.01145536382404 9.04963699577912
217978_s_at 11.3137654461291 11.3165075115284 11.3489450025384 11.2082428755922 11.4015333288206 11.2914778566536 11.2729179147791 11.3071763758086
217979_at 9.03420969878666 9.19696436643311 8.96034705881282 10.31587563567 11.0512049620207 10.9625959127718 10.938827193802 10.9642934764209
217980_s_at 10.393964264086 10.2152225231424 10.3550856653054 10.2701665434167 9.89198684791381 9.91002780901779 9.70615499147105 9.75069718560949
217981_s_at 7.97758109252266 7.70939691335288 8.08976272296724 7.72563136704966 7.59706741033552 7.71384273915936 7.43011303065779 7.34056369951232
217982_s_at 12.8461258232932 12.9019132211973 12.8696587810737 12.5603694681011 12.6106693428041 12.5618805753398 12.5392232376314 12.570030611067
217983_s_at 7.12899995572458 7.02645868017233 7.35036071951451 8.4351249446568 8.56782178935027 8.47642405920444 8.21973492857715 8.15478848347937
217984_at 7.47881045888143 7.53004589823066 7.54236857994402 8.48228017303797 8.91406709655353 8.7707397772635 8.68314734498047 8.72876970700449
217985_s_at 9.50456297358287 9.65480246866754 9.60883054448974 9.73178469057619 9.69235753186016 9.50676216571325 9.48809605306033 9.51626441892682
217986_s_at 9.52790822829557 9.76719252917841 9.71504525820767 9.77897064104283 9.87986614466494 9.68102662442988 9.74945658152635 9.79238181354187
217987_at 10.7328833959479 10.61188113238 10.6946990715622 10.7643484340525 10.3917573265656 10.4176513264859 10.3643100342605 10.410866329062
217988_at 10.7631160809531 10.7748987439363 10.76826333178 10.9782605980513 11.5833947914623 11.5992017949692 11.5686096712245 11.6025786309616
217989_at 9.88768900147205 9.90728144337606 9.91585952148876 9.92127437858325 10.1495515101841 10.0984356752245 10.0693883990736 10.1135735881674
217990_at 9.40423997557467 9.40283200069609 9.42948455907255 9.56088619082273 10.0119123053452 10.0317750954508 9.96880245126731 10.0152659036412
217991_x_at 7.6185436643009 7.96982511773807 7.76433963201721 7.55570925925115 5.94514217392307 5.44176236863272 5.49672346582206 5.42069724898982
217992_s_at 9.86638542395601 10.0024399786984 9.70925070632875 11.3045975386426 9.56665272270867 9.20119066328846 9.45812256603983 9.40755515547546
217993_s_at 10.6222734012187 10.675317547565 10.6239879182016 10.4765619874962 10.4805129572734 10.50220833273 10.5171704237998 10.5471362650823
217994_x_at 9.18438596662733 9.01014594703092 9.05565939911823 9.55550223293772 8.84115277931579 8.83566481651615 8.90762422271189 8.89006511853819
217996_at 10.8757348877607 10.9259984445399 10.6486602344846 11.9837949074359 11.3832344623451 11.18726231721 11.2899776167547 11.3194791666457
217997_at 9.30998270743403 9.3157022499181 9.25070321263628 10.5000734145208 9.98999702043324 9.94476040624234 9.93295134273232 9.96737809294227
217998_at 7.3214088874276 7.36344852292004 7.55144895844026 8.16135115031277 8.20090584230899 7.93189784560002 8.07394473493328 8.09950326182503
217999_s_at 8.13667023457483 8.34093672484465 8.15150716556019 9.23923866426887 9.15727959808657 9.0163351283996 9.00915624673503 9.04063862280863
218000_s_at 9.01380355505158 9.05884806005194 9.0305285373398 10.2936386860001 9.47457541244002 9.12784010553606 9.2879312095764 9.28406666625401
218001_at 9.85862676915038 9.88169157490913 9.87788848901997 9.88605061632742 9.2828192302236 9.31262105426881 9.22588639374465 9.25182538644224
218003_s_at 11.985845680922 12.0461202371728 12.0515380105498 12.3317933191914 11.9980611249978 11.9535894594282 11.83277033209 11.8611311848101
218004_at 8.07434382349364 8.07457036993006 8.04419118792376 7.77314509161112 8.04076359339224 8.10082240981562 8.10522311863412 7.99926238927804
218005_at 10.0339629091183 10.1028597870796 10.0127070161148 7.46217058057057 7.27017244796602 7.3936264605618 7.19974053509743 7.11574224467624
218006_s_at 8.60663035535884 8.62689566034759 8.41758836134293 5.86969457773633 5.52157711269678 6.04017785380042 5.58120492423991 5.49054326829414
218007_s_at 11.0175048249452 10.9729546973082 10.8580250274505 9.86909557670863 9.40575418261995 9.23894834849761 9.13473214844133 9.17788129702762
218008_at 9.50381410819469 9.33404725032742 9.37862358680423 9.61722711417091 9.84865061755354 9.95263163714856 9.79079750688812 9.82409906475393
218009_s_at 10.3040953210738 10.2782658659278 10.29548401948 10.6072463760222 10.3722849587043 10.3497464954617 10.286235145218 10.3179712080547
218010_x_at 8.62699197662112 8.83644359815926 8.76940529292335 10.0785689300949 9.10089021785803 8.78762636294895 8.89265156456897 8.78438100675741
218011_at 10.7971539955843 10.7149171007497 10.8069936976867 10.6722330584675 10.759240564483 10.8219562786504 10.7337924674606 10.7569263499068
218012_at 8.01229877050449 7.96903890564567 7.93746358665766 7.59752402934637 7.86714963590203 7.91834385343887 7.89450277580059 7.94301077783654
218013_x_at 8.99892644863374 8.90189883321506 8.86841112866775 8.49301168377797 8.10777486121388 8.17369609115244 8.17948711849907 8.21479082007335
218014_at 11.2414855665787 11.1541150931768 11.2595202620307 11.1656087332066 10.6738559658904 10.7697543850766 10.6166583260442 10.6486331936871
218016_s_at 9.58731297286803 9.53793500240106 9.64915562655774 10.2068649413311 9.84166522073521 9.59884700384224 9.52353045531314 9.55556287238434
218017_s_at 8.83953344155359 8.73821095496796 8.74346097532133 6.30248429999615 7.16158858280688 7.03645800838436 7.08075515727372 6.98622879306816
218018_at 7.94353793445131 7.72323161413733 7.63696978689528 8.77772872867834 8.69317691980058 8.8280134521049 8.50195639298915 8.49786365501134
218019_s_at 7.20276402821803 7.24787196499566 7.20821325918907 7.84020136209834 8.25757388667774 8.13567926551992 8.33648043984747 8.31682070526764
218020_s_at 8.28875626725474 8.14595579356545 8.24929719429285 7.93476718187582 8.25092872747958 8.30844128085517 8.30061164221398 8.34972053919013
218021_at 8.84750437684323 8.5529207562844 8.76582617938466 8.41207621858102 7.93595631195575 8.06496198351705 7.9161104906821 7.80171279985722
218022_at 8.408495818628 8.33424227802131 8.40519716577614 8.55933896347418 8.54030975961429 8.6273414834718 8.48960899498572 8.47198884547278
218023_s_at 9.70328024397777 9.54787574661549 9.50939615520448 9.09669973303344 8.90082750576041 8.75549462337105 8.90224953457569 8.76312651680133
218024_at 8.11221928727366 8.10816850556515 7.98709402695632 8.45161931320184 8.25836762039379 8.33247070387226 8.31072081628505 8.34250970108653
218025_s_at 9.72928087744636 9.7355394072715 9.79013529061836 9.63153052022752 9.2560312649072 9.34517360932623 9.13698977662646 9.13280596648467
218026_at 10.8864572027404 10.8279188749247 10.8244235265901 10.8163941617717 10.7150270381845 10.8176415388257 10.7875871262055 10.821988888954
218027_at 11.9808530423437 11.9935119060707 11.9791305613231 11.8670561193863 11.122732526706 11.0043311357677 11.0003667690599 11.0282765459218
218028_at 8.660512665349 8.68472810216748 8.61143049324057 9.13926347908822 9.22639809722487 9.27069076801839 9.20812380945397 9.26270158934542
218029_at 7.80285409440413 7.99455547874393 7.80667477427923 7.68243142534787 7.46676777242263 7.21639031641705 7.15182712640551 7.06493034798101
218030_at 8.29354283898933 8.30889362349583 8.42544973971718 8.66106690663989 8.27741948740689 8.1370823432312 8.25035163905377 8.11027570823215
218031_s_at 9.25951535358403 9.39278174194972 9.2843045584863 7.42938919434465 7.15465187406669 6.94818216625609 7.05908774216718 6.94847301840144
218032_at 7.67065975779565 7.72319297258496 7.77707843124969 7.5742868483524 8.13399823231641 8.00568360129854 7.89151338171063 7.78289017743551
218033_s_at 5.78339644072858 5.4680019447832 5.51257284337943 5.8656356880994 5.48164732578265 5.22707070338414 5.5338477281721 5.42892342381908
218034_at 10.0972014354832 9.98294040836206 10.0333904360757 9.9911673193415 10.3712761111977 10.4660854067144 10.4069900183427 10.4420626500239
218035_s_at 8.54265846909255 8.67958488511234 8.70347045176082 10.242163571675 10.8811723203001 10.7315326312452 10.6926690795398 10.7224112167069
218036_x_at 9.6068679103973 9.56126025891623 9.60760728132104 9.65856744024684 9.52950753339196 9.51364112354613 9.50064687931162 9.52795285324659
218037_at 9.01295730528359 8.93633925582413 8.97995363204317 8.93296812848955 9.03558996670783 8.9104348968569 8.9771077896941 8.97762094207848
218038_at 8.71365136898172 8.61371405504801 8.62628753782973 8.51318382589199 8.38299772337364 8.43258085564711 8.27363405312458 8.22926648379531
218039_at 11.2608772575135 11.3727508869349 11.3125914173976 11.0972985710277 11.0080921380396 11.029257173985 10.9820981328306 11.0118346444845
218040_at 8.69173071909927 8.64010022167752 8.76589092385691 8.58038601301033 8.09008143510574 7.84858631002272 7.80810096408877 7.66171597843861
218041_x_at 12.6352974336495 12.6237024564409 12.5979293341275 11.8294090897858 12.2386235114413 12.0873544080266 12.2212077137579 12.2447516974531
218042_at 11.1310611840822 11.22090376216 11.253601854554 11.3883550950887 10.9281438829824 10.8806403225164 10.8404167424318 10.8783520493636
218043_s_at 7.61908827886433 7.67158953675642 7.49801538069725 7.42318279153914 7.22237165513978 7.21874398432206 7.12914833595294 7.03640452351226
218045_x_at 7.45609770811357 8.11887869748027 7.93232264339171 7.49981754192535 6.89939179769207 6.50079457155118 6.58144673159175 6.52321533282516
218046_s_at 9.49134617799153 9.2907236247338 9.42397111148636 9.39349495457008 9.04871025417344 9.18618459511283 8.93339851191148 8.95201088659357
218047_at 11.2444621101204 11.2904569589478 11.2968205293623 10.8036128421985 10.9455310009245 10.9208559043529 10.8690954836066 10.8986132989329
218048_at 9.6357282801788 9.60232262237559 9.59982337208559 9.78927464352998 9.32226519354466 9.24132282270164 9.23054549249257 9.27086562759664
218049_s_at 11.8027690509468 11.6946001941982 11.7325359602932 11.9782043409276 11.3907545497145 11.3552343278257 11.3272686508697 11.3552790411592
218050_at 9.66308018208266 9.91652128519292 9.79270329019093 10.1673677919445 10.2319819281455 9.99540558063491 10.2129212759811 10.2402039152249
218051_s_at 10.2573035315321 10.3646660054832 10.3602214801763 9.69928848070255 9.36650452444009 9.32796512171102 9.25711501950103 9.30613051569294
218052_s_at 8.88116642358897 8.8209584240485 8.85681701840201 8.73122254177981 8.50349299275554 8.47107096139787 8.54865561028343 8.45393786347015
218053_at 11.3612755605968 11.5490070290923 11.4689832032385 11.0509499856107 11.006053223964 10.9125002659618 10.8416657270907 10.8695181258763
218055_s_at 8.38085598676621 8.31738614580566 8.35701836586642 7.72830414182961 8.0409425407429 8.228189286282 7.93470439559246 7.86260108126367
218056_at 9.76519336425583 9.914543211776 9.87497235593082 9.48017775517948 9.06074378708518 9.12312753979782 9.0673702393425 9.11971797647873
218057_x_at 11.1496570759932 11.0568483287331 11.1622624283557 11.2187757113956 10.5318765419386 10.6609912779262 10.5464065493701 10.5831301468467
218058_at 8.30755118587979 8.30865496511779 8.38273722394373 8.21058450627434 7.60777906607167 7.74558833931202 7.61357855044975 7.52302251544807
218059_at 11.257718352828 11.2324533331402 11.2261924621036 11.6806902402403 11.5839557243103 11.4840516153371 11.486697714267 11.5114367212684
218060_s_at 7.48506353242347 7.50331280194624 7.49810326680583 8.22847434995938 8.26911798551105 8.16696846992487 8.05009266609015 7.94220658679531
218061_at 11.2939128416209 11.3553478738252 11.3218093764153 10.9573295499364 10.6165518099056 10.4973314106195 10.412431336795 10.4473355183023
218062_x_at 7.50883637191305 7.47281863135455 7.43899175180894 7.45116286415964 6.57421759241731 6.59598385057332 6.56819555726184 6.54672142490803
218064_s_at 7.75906338365745 7.82361659808413 7.85076121202666 7.90074769958515 7.86377675523746 7.85475691020477 7.69748570009306 7.53522985999153
218065_s_at 8.93761253616942 8.76374218771092 8.89457011251228 8.73675608274044 8.9890860610657 9.07726929876217 9.03215589782127 9.05380055506066
218066_at 8.75476257978587 8.48747836578672 8.44719237619645 9.52044846924968 9.73342236508869 9.52921616918096 9.59053180313505 9.62199680730207
218067_s_at 10.7361727649895 10.6419549253904 10.6080324910753 10.5002503751202 10.051498521382 9.88765894458138 10.0192836877837 10.0583096523199
218068_s_at 7.2352328059251 7.14989723965232 7.27463164566401 7.28648457540522 7.20329071124652 7.23663187508733 7.20329071124652 7.04159506519267
218069_at 10.7760867959576 10.8484557265275 10.8798659010302 11.023804240039 10.7588954104589 10.8472430741297 10.7554704126259 10.7773532569833
218070_s_at 6.72963823071761 6.73463033915981 6.84949387924269 6.73632274319862 6.95988550131275 7.09720351041964 6.84408753465051 6.72097175165312
218071_s_at 8.61767553491949 8.57054694750391 8.59983874929118 8.35143701475895 7.97237856921271 7.93334574112699 7.95316644659227 7.91962029684905
218072_at 8.4159945077954 8.45235578536422 8.4822143492322 8.33144239824705 7.94823709855085 8.08133690772206 7.81283574081725 7.72417366703527
218073_s_at 8.99044196492603 9.03250735777403 9.02717266454862 9.5535190919457 8.42246962146268 8.15288891153111 8.20151539160091 8.09954781222559
218074_at 10.182211291051 10.1637807963582 10.2270275154566 11.3275589379694 11.4242457687307 11.5261115792667 11.3876071125288 11.415214210659
218075_at 8.38280821594418 8.30563776311924 8.28595305496884 8.44499061840089 7.69485708695336 7.84102739680112 7.68866184165303 7.58608327401289
218076_s_at 8.48532211989953 8.49731271647285 8.43476528118895 8.03339077521746 7.85242193227656 7.8886124335926 8.09566115526253 8.03228185148201
218077_s_at 7.71473655489715 7.44957633870195 7.37967205963599 8.18163651896961 7.81424292754996 7.91794044365511 7.88315908253179 7.74507238393287
218078_s_at 8.46037790759429 8.56607420851702 8.64335220367328 8.67544618977749 8.50825359525376 8.47293794533138 8.48667125964559 8.34323363975002
218079_s_at 10.0018528989519 9.7576843254789 9.87427876552562 9.76147018234593 9.28166412400087 9.30935329718502 9.21009343149758 9.25276663238459
218080_x_at 10.1993162288473 10.1146447868392 10.2414707921457 10.3094050170185 10.0704485636084 10.0649318986977 10.0275041335764 10.027687703194
218081_at 9.01048603443465 9.13970689557175 9.02844387570991 8.97499467206093 8.16801591303091 8.03190579895694 8.17821349267512 8.09841881861844
218082_s_at 10.1040608969068 10.0833686083105 10.0539726285373 9.82477487152329 9.32586895008201 9.22156482698862 9.28690526024596 9.34094294653609
218083_at 8.66610109442776 8.67536052316563 8.81059986157051 9.01716491132432 8.05317133849209 8.09762320435386 7.84597694163309 7.72993342230158
218084_x_at 10.8548222750206 10.7961362837 10.7636425564912 11.3468490812519 11.561657635113 11.5594406934849 11.4888524425336 11.4987125628845
218085_at 9.03668554967351 9.13304881574902 9.08412845419495 9.29093794996782 9.46069361168762 9.57748305765944 9.48539718881847 9.43868369616429
218088_s_at 9.51449820032843 9.287474929968 9.39120361716325 9.31730497117981 10.0329846855309 10.2794632894962 10.0257856289177 10.0639512611516
218089_at 9.3889109544584 9.13094817498734 9.30519341264936 9.32684947021133 8.97654736262013 9.02321408999122 8.92417862521865 8.96417964869756
218090_s_at 8.49880630003676 8.4561749416476 8.55703006780291 8.07986573237056 7.86671343441248 7.94413919515877 7.92298871003775 7.83039697625862
218091_at 8.37679055777581 8.44721274308542 8.31738614580566 8.36629662855973 7.9251989486509 8.07678432559511 7.68598395618472 7.41932801107789
218092_s_at 8.76727260452796 8.8775052480543 8.83597178320554 8.98204713005765 8.19709618564169 8.06754547774598 8.18111442525854 8.08944827125089
218093_s_at 9.14525229520375 8.97921105783458 9.14722334974316 9.37760312298226 8.63495392202767 8.44381323060333 8.4289363831867 8.39561508381773
218094_s_at 6.15414152723015 6.36992176592836 6.0054142428835 9.25834870381843 8.61685051767759 8.36740105927512 8.26805367675564 8.13520887622879
218095_s_at 9.73003556089436 9.69402950541678 9.68200874140098 10.0302356659778 10.3086229246099 10.4019398836071 10.3840517579325 10.4167913511469
218096_at 10.7097133549665 10.7763006187103 10.7583327353407 10.6705404284685 10.4478895931301 10.5043760003499 10.4188308325595 10.4457007946255
218097_s_at 9.42377533117872 9.33935351472218 9.35947943948228 9.31634216018143 9.28425738797983 9.4962028184182 9.2650969796063 9.31397034584117
218098_at 9.40601562455189 9.56556699427804 9.50163139553034 9.74073033837053 10.107831174239 9.67525939326969 9.84364974303695 9.87684049449258
218099_at 8.29283061374136 8.55874462034961 8.68168052032341 8.42072914644736 8.18254186544184 7.96253832858257 8.01758975723779 7.97934096061416
218100_s_at 10.1554455931233 10.2270053933721 10.130241250503 9.59507831683122 9.49789492094066 9.40922090697053 9.20333368025975 9.25294719784907
218101_s_at 12.1660631476354 12.2117354424046 12.2160983695859 12.0062531618101 11.594321873262 11.7162246697734 11.6310398245331 11.6687454226288
218102_at 9.36636754504002 9.31869634209769 9.36979522802321 8.968072280274 9.20038631991591 9.3459466217756 9.26653737368297 9.2963943003124
218103_at 10.3756775586577 10.2918447511968 10.3979342904457 10.0736246495433 9.8530025652449 9.83688914320204 9.63729352002482 9.68056900699835
218104_at 10.505547934993 10.2897075232855 10.3332244847231 10.1398220585587 9.83654258530545 9.85008257358866 9.9532917301011 10.0049520123468
218105_s_at 9.17229796947617 9.24419115354482 9.17010349625297 9.593829879203 9.16112740361057 8.94443733665459 8.98775436559575 8.90429506750753
218106_s_at 10.1375818895733 10.2028818938992 10.0761391082729 10.6868754406523 10.6792645918201 10.5218983781104 10.5866577215163 10.6144448935774
218107_at 10.1906323113791 10.1934981222396 10.1472236544821 10.0421275481998 10.1443274542674 10.1135902084848 10.1705464121999 10.2075675955073
218108_at 10.6041454223756 10.488315460513 10.5565001506905 10.2122344924147 9.71301900380523 9.54939464775746 9.48832356099291 9.53556587321005
218109_s_at 10.0716167362603 9.95245848965252 9.99463995964228 9.56623769170563 9.86227586908822 9.79078607418188 9.74198788695777 9.77457501477808
218110_at 6.98007269924519 7.12369815203585 6.99910786557302 7.60496411989686 6.66335554317843 6.4897540135559 6.3089575305415 6.17510380571141
218111_s_at 8.16331050227018 8.29056792351429 8.23232664537838 8.23741891839699 8.37338349991647 8.58447080214449 8.41688677656212 8.32060850162983
218112_at 9.74476724246543 9.78746209330179 9.84389200993085 10.2475240747097 9.53375122136008 9.60088460977009 9.4756118776803 9.45728727329457
218113_at 7.1209660538473 7.31814820692457 7.16478197676589 7.00134229472939 7.90309340452093 7.89363563557409 7.94373205340028 7.81294192456373
218114_at 6.55780305466786 6.6081789730639 6.54114536078331 6.73302211026722 6.56249352500901 6.55884768577447 6.40650202117909 6.32325430319303
218115_at 9.08594727851139 9.08218490236927 9.03611718357171 9.24543466428401 8.33821536843855 8.36461678585263 8.41934153695903 8.43836741878498
218116_at 9.00397789290041 9.20420327050564 9.06696742647885 9.14974185854355 8.99185951515845 8.7591193620905 8.8145731336493 8.77134551357688
218117_at 11.5037631845079 11.3641199163377 11.3972439122289 11.3863048371465 10.7084209513366 10.788893024576 10.7623969205345 10.7985644395835
218118_s_at 9.67716117506753 9.78354823065964 9.82274542232344 9.77215714955945 9.07594700416803 8.97058574189326 8.9541792877027 8.96703727032641
218119_at 9.81458352341697 9.66437424622678 9.79798086790673 9.7335353929378 9.15307909566973 9.34509949084442 9.13512581392628 9.16865744698632
218120_s_at 8.47958832168038 8.53156372214909 8.7040553874491 9.42902235220228 9.48234211771407 9.54471682357389 9.37813989920001 9.41444159055562
218121_at 6.37692919681611 6.5069919376126 6.40492062062684 7.22575190549721 7.38052056373315 7.19775666661339 7.12535299865884 6.99427559627034
218122_s_at 8.38835657961291 8.41090149550497 8.4849526842601 8.22839741340219 8.0804601032155 8.25117832243026 8.11300704755941 8.15630466492032
218123_at 7.57003055388916 7.67539541628065 7.68029022406473 9.27591375004026 8.93080183266243 9.02678817083809 8.87915469027395 8.91425288331686
218124_at 7.67149965249864 7.59926445717944 7.85483191108631 8.16836134463208 8.36243466688629 8.5373322083937 8.31159210960602 8.36444807990113
218125_s_at 8.45478928503706 8.38642829571059 8.45015750159582 8.20437034517125 8.94948036230564 9.04403653701401 9.06152438602063 9.00628524752589
218126_at 9.47518756756711 9.32499725478633 9.48428076326628 9.20218714020915 9.10298122344078 8.85448319432998 8.95320272755617 8.97513980666469
218127_at 7.72312694908268 7.55444788591537 7.66285553465289 7.76202098878371 7.24858879469623 7.36359996163029 7.21222021142016 7.06941225161835
218128_at 6.59115537048857 6.71016386684041 6.59982579624642 7.23938050377277 6.06773520699303 6.0352501706566 5.9856144901174 5.89410052224172
218129_s_at 8.23866032640868 8.23744480853732 8.27621300905772 8.52749278092533 7.8767934138089 7.87992444050978 7.72836949991169 7.57651117915828
218130_at 7.35220622616497 7.4299760213301 7.47298015218624 7.63868445534103 7.9457035874722 7.88238910223741 7.58943831276556 7.46946692012149
218131_s_at 9.77790611831142 9.92625824960648 9.82712410135322 9.57247984573995 9.48650959085293 9.33974344829304 9.41367903249944 9.28220682943219
218132_s_at 10.8545716714106 10.848227121102 10.8519491183553 10.7887021761941 10.8089913311593 10.7876493892258 10.7867565736677 10.8207975606332
218133_s_at 9.92532027444333 9.84109337769669 9.89690058911578 10.0930277506488 9.41248145350621 9.48985077828755 9.25775494365998 9.30083071395939
218134_s_at 10.1589369060967 10.1611695942148 10.2460917653381 10.1081005309108 9.62237727545867 9.72272909171166 9.59277395819196 9.589640188392
218135_at 10.0611753268616 10.0001071781174 9.9879164889237 9.79240696782731 9.82540385844191 9.77461648632326 9.73183038555202 9.77818013741711
218136_s_at 7.79308667014535 7.84205484332434 7.76731339834648 7.3689022594506 8.20915453664406 8.0945350490504 8.18321023796398 8.04710198434143
218137_s_at 8.81631430369445 8.82355716718491 8.88728449289209 9.38332699577917 9.58343712172212 9.40710540895028 9.50253992143099 9.5224962380425
218138_at 9.47970095120565 9.29755957510783 9.43472754977735 10.056150910429 9.35633963768941 9.394530162073 9.42511827695677 9.46010662334989
218139_s_at 9.74766369773703 9.69331876231299 9.76337525212436 9.54382143285718 9.17178764933426 9.07092436658495 9.09006863798302 9.12977844160264
218140_x_at 10.7626692885612 10.7076776181196 10.7549869742426 10.5107989239531 10.6885285071729 10.6960822632401 10.6343195547981 10.6652873224194
218141_at 8.36738918492934 8.35650574761886 8.3343321066379 8.72866054836294 7.97150991530547 7.83870578971018 8.02367935097843 7.95806137297891
218142_s_at 8.54991859250511 8.40100080625142 8.56279696646962 8.0528341883136 8.44085129701137 8.60434537454616 8.6006630410412 8.55421378902981
218143_s_at 8.75283470845849 8.8626045189925 8.79375673024802 8.8966109275884 8.46751083319655 8.36745457768253 8.39691399376199 8.36958620216489
218144_s_at 7.0167430877458 7.06249694491174 6.99471704505475 7.42837866853601 7.71075565700158 7.4733541288298 7.56767625230732 7.46500829649817
218145_at 6.99878633183344 7.11086182292658 7.12143713256348 9.57745369471169 10.0632186405168 10.2068316845233 10.0135061891262 10.049890765026
218146_at 10.2837270130568 10.1789190053995 10.233236124211 10.0779810624857 10.208003770743 10.3459506289483 10.2163903331701 10.2101201574302
218147_s_at 9.43437422734975 9.44150240140427 9.52695729098639 9.46730747068662 9.38298417769296 9.20658306346238 9.19170136054209 9.21009967546373
218149_s_at 11.2282873625341 11.1424072640196 11.1962141769574 11.0307923995079 10.3514207055866 10.1541711675592 10.1976011939818 10.2335300948849
218150_at 10.3679765723205 10.3719063695836 10.1762437828481 10.1097443829141 10.246289675992 10.2149708497004 10.2437338798219 10.2792360448716
218151_x_at 8.48639031841091 8.32452098644599 8.50445441923706 9.08681127301525 9.1997325070053 8.99433688146673 8.93865796507757 8.97266258670324
218152_at 9.22229699377913 9.4086715230257 9.3903701024222 8.83262275834974 9.10018355320697 8.80882797097077 8.95321406901257 8.97672662626913
218153_at 8.28144772118155 8.15578415874062 8.40171049049106 8.47264487151993 7.83010687260949 7.95125939886661 7.83609512966167 7.72509665482442
218154_at 8.2424061963609 8.10415913675552 8.22135019561182 8.3865093051965 8.43517314601869 8.3959296008563 8.22281881236317 8.1775762595843
218155_x_at 7.87005671431652 8.0997945657886 8.0611574234063 7.5705352663902 7.51553426459794 7.28834511442227 7.60877762094124 7.53449378919232
218156_s_at 10.2591478792531 10.2813330115804 10.3128224985633 10.2419838852078 9.21975939031766 9.15552928338146 9.1987801498 9.17123283700764
218157_x_at 8.01703788360149 7.99615758350697 7.96536120997695 8.05690149023589 8.6874619563914 8.54556854120442 8.52046676134883 8.4227338959507
218158_s_at 8.25027068955599 8.45793542880265 8.27106753980825 8.38970592363932 8.37124306662708 8.32712898028891 8.27505286818924 8.11306176404781
218159_at 8.49284844773477 8.43279632915372 8.58544503241608 9.18312834405329 8.72852887619928 8.82569050073917 8.67934020343691 8.72464456704369
218160_at 11.3693844086092 11.3289974604152 11.365522049265 11.3603639014309 11.2817772676959 11.4472371103546 11.2287591501415 11.2535217470666
218163_at 11.0611262674088 10.9337785324795 11.0052902363136 11.1731419026616 10.8439458226151 11.0947500765728 10.8678050942363 10.8332048601795
218164_at 8.73939779606331 8.75947634992964 8.72642733760909 7.8499919865792 7.66331811589229 7.50604963521964 7.54259842454485 7.52293868996502
218165_at 9.58918215442895 9.73419381175539 9.5595066611731 9.51790633207873 9.52169777350053 9.2956981484655 9.3538306917786 9.39073886204085
