Season_Rank,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Season
24,New Orleans/Oklahoma City Hornets,82,38,44,0.463,3961,7611,2831,6428,44,300,885,33.9,1649,2176,75.8,918,2379,3297,1519,1095,611,311,432,1786,1910,-231,2005-06
25,Toronto Raptors,82,27,55,0.329,3991,8287,3013,6639,45.4,608,1620,37.5,1653,2089,79.1,864,2291,3155,1593,1071,529,272,359,1965,1834,-245,2005-06
26,Seattle SuperSonics,82,35,47,0.427,3966,8411,3077,6711,45.9,605,1631,37.1,1652,2104,78.5,1013,2233,3246,1696,1208,622,306,399,1933,1820,-248,2005-06
27,Charlotte Bobcats,82,26,56,0.317,3981,7943,2961,6843,43.3,428,1261,33.9,1593,2186,72.9,990,2270,3260,1717,1167,822,354,441,1960,1929,-328,2005-06
28,Atlanta Hawks,82,26,56,0.317,3976,7972,2946,6496,45.4,424,1154,36.7,1656,2207,75,1069,2232,3301,1625,1284,587,394,422,2054,1855,-390,2005-06
29,New York Knicks,82,23,59,0.28,3986,7842,2822,6205,45.5,320,884,36.2,1878,2587,72.6,1033,2360,3393,1468,1449,555,271,436,2157,2051,-525,2005-06
30,Portland Trail Blazers,82,21,61,0.256,3946,7285,2791,6267,44.5,364,1042,34.9,1339,1944,68.9,886,2203,3089,1490,1205,529,435,403,1828,1704,-775,2005-06
1,San Antonio Spurs,82,59,23,0.72,3961,7888,2923,6450,45.3,507,1395,36.3,1535,2120,72.4,987,2489,3476,1770,1126,613,543,421,1717,4,640,2004-05
2,Phoenix Suns,82,62,20,0.756,3956,9054,3351,7018,47.7,796,2026,39.3,1556,2080,74.8,967,2652,3619,1927,1125,572,453,342,1563,1,584,2004-05
3,Miami Heat,82,59,23,0.72,3996,8327,3097,6368,48.6,475,1260,37.7,1658,2466,67.2,887,2639,3526,1791,1127,528,474,264,1814,0,535,2004-05
4,Dallas Mavericks,82,58,24,0.707,3946,8405,3058,6691,45.7,463,1273,36.4,1826,2314,78.9,990,2530,3520,1610,1102,708,461,399,1827,3,471,2004-05
5,Houston Rockets,82,51,31,0.622,3971,7796,2846,6419,44.3,553,1521,36.4,1551,1986,78.1,874,2601,3475,1733,1135,563,378,335,1807,0,331,2004-05
6,Detroit Pistons,82,54,28,0.659,3991,7653,2851,6421,44.4,363,1053,34.5,1588,2150,73.9,1054,2507,3561,1787,1133,576,497,367,1638,3,317,2004-05
7,Memphis Grizzlies,82,45,37,0.549,3941,7661,2802,6271,44.7,531,1486,35.7,1526,2024,75.4,887,2307,3194,1716,1197,699,476,476,1910,3,188,2004-05
7,Seattle SuperSonics,82,52,30,0.634,3951,8113,2882,6498,44.4,666,1824,36.5,1683,2131,79,1041,2311,3352,1487,1113,553,338,390,1944,12,188,2004-05
9,Sacramento Kings,82,50,32,0.61,3971,8505,3203,6978,45.9,522,1396,37.4,1577,2004,78.7,1023,2455,3478,2005,1073,674,316,365,1685,3,177,2004-05
10,Denver Nuggets,82,49,33,0.598,3951,8161,3038,6615,45.9,320,940,34,1765,2313,76.3,967,2473,3440,1958,1224,750,489,458,1878,6,166,2004-05
11,Minnesota Timberwolves,82,44,38,0.537,3951,7934,3045,6629,45.9,395,1145,34.5,1449,1820,79.6,947,2580,3527,1918,1079,460,447,323,1774,3,119,2004-05
12,Chicago Bulls,82,47,35,0.573,3966,7745,2849,6592,43.2,511,1433,35.7,1536,2048,75,1001,2591,3592,1743,1371,576,369,434,2028,5,87,2004-05
13,Boston Celtics,82,45,37,0.549,3976,8304,3046,6511,46.8,437,1252,34.9,1775,2323,76.4,909,2438,3347,1810,1297,667,423,402,2000,3,71,2004-05
14,Cleveland Cavaliers,82,42,40,0.512,3971,7914,2990,6687,44.7,300,904,33.2,1634,2174,75.2,1117,2352,3469,1851,1141,654,461,419,1850,4,65,2004-05
15,Indiana Pacers,82,44,38,0.537,3981,7626,2668,6169,43.2,542,1575,34.4,1748,2206,79.2,868,2418,3286,1489,1173,615,357,398,1890,6,62,2004-05
16,Washington Wizards,82,45,37,0.549,3956,8241,2966,6794,43.7,514,1498,34.3,1795,2476,72.5,1133,2374,3507,1563,1172,716,347,412,1807,1,-27,2004-05
17,Philadelphia 76ers,82,43,39,0.524,3971,8128,2946,6736,43.7,505,1453,34.8,1731,2194,78.9,909,2536,3445,1710,1274,756,321,383,1878,4,-61,2004-05
18,Los Angeles Clippers,82,37,45,0.451,4006,7849,2924,6368,45.9,231,669,34.5,1770,2274,77.8,980,2455,3435,1901,1290,599,422,393,1819,2,-63,2004-05
19,New Jersey Nets,82,42,40,0.512,3981,7496,2753,6419,42.9,435,1203,36.2,1555,2039,76.3,855,2387,3242,1772,1164,650,308,402,1985,1,-123,2004-05
20,Toronto Raptors,82,33,49,0.402,3961,8178,2952,6656,44.4,648,1681,38.5,1626,2101,77.4,844,2444,3288,1670,1087,621,317,360,1876,2,-133,2004-05
21,Golden State Warriors,82,34,48,0.415,3981,8094,3029,7039,43,624,1774,35.2,1412,1955,72.2,1069,2436,3505,1811,1112,642,420,417,1833,2,-177,2004-05
22,Orlando Magic,82,36,46,0.439,3941,8160,3034,6679,45.4,320,916,34.9,1772,2335,75.9,1038,2544,3582,1583,1322,633,441,354,1937,2,-184,2004-05
23,New York Knicks,82,33,49,0.402,3976,7977,2978,6599,45.1,441,1240,35.6,1580,2060,76.7,965,2393,3358,1665,1204,629,260,389,1942,5,-200,2004-05
24,Los Angeles Lakers,82,34,48,0.415,3956,8095,2895,6629,43.7,644,1813,35.5,1661,2137,77.7,1028,2511,3539,1672,1176,508,344,420,1794,1,-243,2004-05
25,Milwaukee Bucks,82,30,52,0.366,3956,7973,2964,6580,45,325,925,35.1,1720,2229,77.2,985,2405,3390,1720,1132,529,289,370,1797,5,-245,2004-05
26,Portland Trail Blazers,82,27,55,0.329,3946,7621,2896,6422,45.1,420,1161,36.2,1409,1944,72.5,970,2404,3374,1722,1308,583,544,414,1703,5,-328,2004-05
27,Utah Jazz,82,26,56,0.317,3956,7625,2828,6301,44.9,250,762,32.8,1719,2272,75.7,1047,2243,3290,1826,1292,541,374,474,2189,1,-350,2004-05
28,Charlotte Bobcats,82,18,64,0.22,3976,7729,2961,6859,43.2,320,881,36.3,1487,2096,70.9,1083,2335,3418,1794,1192,695,440,446,1894,4,-491,2004-05
29,New Orleans Hornets,82,18,64,0.22,3986,7252,2718,6556,41.5,415,1316,31.5,1401,1830,76.6,1019,2281,3300,1724,1217,550,310,452,1883,4,-580,2004-05
30,Atlanta Hawks,82,13,69,0.159,3971,7605,2942,6672,44.1,304,973,31.2,1417,1994,71.1,1100,2335,3435,1614,1319,629,344,484,2009,1,-796,2004-05
1,San Antonio Spurs,82,57,25,0.695,3951,7501,2842,6434,44.2,408,1140,35.8,1409,2069,68.1,1029,2669,3698,1676,1203,661,537,380,1667,2,592,2003-04
2,Detroit Pistons,82,54,28,0.659,3956,7388,2747,6314,43.5,333,968,34.4,1561,2074,75.3,1014,2492,3506,1702,1241,659,570,410,1664,4,479,2003-04
3,Indiana Pacers,82,61,21,0.744,3961,7493,2753,6322,43.5,449,1281,35.1,1538,2014,76.4,965,2452,3417,1774,1182,726,411,512,1709,5,472,2003-04
4,Minnesota Timberwolves,82,58,24,0.707,3951,7753,3033,6571,46.2,326,897,36.3,1361,1743,78.1,875,2645,3520,1890,1043,561,462,296,1731,6,450,2003-04
5,Sacramento Kings,82,55,27,0.671,3956,8433,3103,6711,46.2,601,1498,40.1,1626,2044,79.5,888,2492,3380,2152,1137,710,325,413,1586,4,411,2003-04
6,Dallas Mavericks,82,52,30,0.634,3961,8626,3322,7230,45.9,507,1456,34.8,1475,1854,79.6,1174,2538,3712,1963,1000,656,437,382,1609,3,364,2003-04
7,Los Angeles Lakers,82,56,26,0.683,3971,8052,3028,6676,45.4,365,1115,32.7,1631,2352,69.3,1001,2535,3536,1948,1132,682,379,308,1732,5,320,2003-04
8,New Jersey Nets,82,47,35,0.573,3941,7401,2813,6372,44.1,377,1123,33.6,1398,1856,75.3,862,2473,3335,2009,1209,709,322,374,1722,5,205,2003-04
9,Memphis Grizzlies,82,50,32,0.61,3976,7930,2963,6657,44.5,447,1314,34,1557,2143,72.7,1047,2381,3428,1915,1226,795,565,461,1903,4,200,2003-04
10,Houston Rockets,82,45,37,0.549,3986,7362,2738,6195,44.2,515,1406,36.6,1371,1774,77.3,847,2647,3494,1579,1373,560,443,359,1762,3,142,2003-04
11,Denver Nuggets,82,43,39,0.524,3946,7972,2993,6763,44.3,331,985,33.6,1655,2159,76.7,1083,2387,3470,1794,1278,745,520,479,1804,6,88,2003-04
12,Milwaukee Bucks,82,41,41,0.5,3956,8039,2970,6650,44.7,401,1145,35,1698,2192,77.5,960,2502,3462,1872,1110,554,383,406,1668,3,87,2003-04
13,Miami Heat,82,42,40,0.512,3951,7402,2729,6417,42.5,485,1357,35.7,1459,1915,76.2,940,2459,3399,1565,1137,590,313,439,1812,4,43,2003-04
14,New Orleans Hornets,82,41,41,0.5,3966,7529,2772,6605,42,531,1666,31.9,1454,1937,75.1,1091,2418,3509,1716,1228,708,346,429,1715,7,-11,2003-04
15,Seattle SuperSonics,82,37,45,0.451,3961,7964,2939,6590,44.6,723,1936,37.3,1363,1782,76.5,907,2318,3225,1782,1188,661,387,387,1784,5,-52,2003-04
16,Golden State Warriors,82,37,45,0.451,3971,7649,2875,6511,44.2,429,1283,33.4,1470,2028,72.5,1002,2533,3535,1681,1211,576,389,418,1691,2,-60,2003-04
17,Utah Jazz,82,42,40,0.512,3956,7271,2690,6172,43.6,252,786,32.1,1639,2196,74.6,1103,2272,3375,1671,1365,581,494,530,2096,5,-100,2003-04
18,Portland Trail Blazers,82,41,41,0.5,3996,7440,2898,6467,44.8,381,1102,34.6,1263,1728,73.1,1040,2376,3416,1768,1213,613,443,390,1554,4,-104,2003-04
19,Boston Celtics,82,36,46,0.439,3941,7811,2843,6415,44.3,553,1599,34.6,1572,2095,75,851,2440,3291,1683,1332,770,331,408,1837,2,-119,2003-04
20,New York Knicks,82,39,43,0.476,3976,7542,2881,6513,44.2,406,1115,36.4,1374,1732,79.3,950,2543,3493,1695,1289,608,391,383,1897,3,-121,2003-04
21,Philadelphia 76ers,82,33,49,0.402,3971,7215,2682,6260,42.8,339,992,34.2,1512,2009,75.3,941,2408,3349,1640,1307,654,358,463,1701,1,-204,2003-04
22,Cleveland Cavaliers,82,35,47,0.427,3971,7619,2922,6753,43.3,247,786,31.4,1528,2030,75.3,1118,2619,3737,1808,1216,585,537,434,1743,2,-215,2003-04
23,Toronto Raptors,82,33,49,0.402,3996,7006,2654,6348,41.8,461,1294,35.6,1237,1650,75,830,2419,3249,1574,1165,604,402,333,1748,2,-247,2003-04
24,Phoenix Suns,82,29,53,0.354,3946,7723,2958,6671,44.3,415,1202,34.5,1392,1865,74.6,924,2406,3330,1586,1249,734,383,431,1862,3,-307,2003-04
25,Los Angeles Clippers,82,28,54,0.341,3961,7771,2817,6579,42.8,329,1024,32.1,1808,2302,78.5,1149,2416,3565,1653,1344,594,376,437,1816,3,-376,2003-04
26,Atlanta Hawks,82,28,54,0.341,3981,7611,2829,6529,43.3,419,1249,33.5,1534,1976,77.6,996,2507,3503,1648,1350,627,408,416,1826,3,-381,2003-04
27,Washington Wizards,82,25,57,0.305,3966,7531,2759,6557,42.1,434,1270,34.2,1579,2211,71.4,1115,2392,3507,1537,1439,733,406,448,1712,3,-459,2003-04
28,Chicago Bulls,82,23,59,0.28,3966,7355,2798,6753,41.4,429,1256,34.2,1330,1834,72.5,1048,2519,3567,1793,1321,659,396,446,1911,3,-521,2003-04
29,Orlando Magic,82,21,61,0.256,3966,7711,2904,6768,42.9,429,1248,34.4,1474,2000,73.7,1003,2350,3353,1584,1123,547,308,450,1744,4,-576,2003-04
1,Dallas Mavericks,82,60,22,0.732,3956,8444,3161,6982,45.3,636,1668,38.1,1486,1793,82.9,912,2544,3456,1837,948,666,449,322,1730,8,638,2002-03
2,Sacramento Kings,82,59,23,0.72,3966,8342,3242,6990,46.4,491,1288,38.1,1367,1832,74.6,900,2751,3651,2034,1192,736,457,356,1666,0,533,2002-03
3,San Antonio Spurs,82,60,22,0.732,3966,7856,2908,6297,46.2,449,1270,35.4,1591,2194,72.5,939,2556,3495,1636,1295,629,529,422,1672,4,444,2002-03
4,New Jersey Nets,82,49,33,0.598,3951,7820,2906,6585,44.1,346,1041,33.2,1662,2195,75.7,991,2528,3519,1887,1212,717,374,423,1772,5,428,2002-03
5,Detroit Pistons,82,50,32,0.61,3981,7492,2700,6277,43,533,1488,35.8,1559,2021,77.1,883,2445,3328,1620,1104,556,468,355,1748,13,302,2002-03
6,Indiana Pacers,82,48,34,0.585,3981,7940,2911,6608,44.1,379,1119,33.9,1739,2271,76.6,1004,2622,3626,1910,1210,696,443,513,1811,9,286,2002-03
7,Portland Trail Blazers,82,50,32,0.61,3970,7803,2987,6491,46,379,1150,33,1450,1947,74.5,992,2378,3370,1860,1248,725,316,391,1634,5,214,2002-03
8,Utah Jazz,82,47,35,0.573,3956,7762,2894,6189,46.8,224,641,34.9,1750,2349,74.5,1021,2381,3402,2103,1375,707,467,427,1837,7,196,2002-03
9,Los Angeles Lakers,82,50,32,0.61,3986,8230,3091,6856,45.1,486,1367,35.6,1562,2129,73.4,1078,2554,3632,1909,1192,639,470,311,1874,6,191,2002-03
10,Philadelphia 76ers,82,48,34,0.585,3971,7941,2975,6640,44.8,245,787,31.1,1746,2253,77.5,1042,2415,3457,1771,1212,844,284,521,1804,8,189,2002-03
11,New Orleans Hornets,82,47,35,0.573,3981,7699,2914,6695,43.5,404,1075,37.6,1467,1910,76.8,1097,2475,3572,1807,1212,656,394,427,1769,10,173,2002-03
12,Minnesota Timberwolves,82,51,31,0.622,3961,8046,3172,6809,46.6,296,804,36.8,1406,1826,77,959,2614,3573,2070,1124,553,433,405,1704,4,170,2002-03
13,Houston Rockets,82,43,39,0.524,3986,7688,2840,6461,44,439,1267,34.6,1569,2044,76.8,1024,2564,3588,1506,1276,594,493,381,1602,5,121,2002-03
14,Phoenix Suns,82,44,38,0.537,3961,7834,3005,6776,44.3,394,1149,34.3,1430,1928,74.2,1049,2440,3489,1719,1208,665,404,453,1801,7,93,2002-03
15,Milwaukee Bucks,82,42,40,0.512,3981,8158,3045,6670,45.7,585,1526,38.3,1483,1911,77.6,876,2367,3243,1823,1044,622,344,333,1820,6,19,2002-03
16,Orlando Magic,82,42,40,0.512,3961,8078,2947,6763,43.6,568,1590,35.7,1616,2079,77.7,958,2392,3350,1676,1177,696,300,411,1888,6,11,2002-03
17,Seattle SuperSonics,82,40,42,0.488,3971,7555,2887,6599,43.7,456,1291,35.3,1325,1780,74.4,963,2385,3348,1775,1085,679,295,409,1712,6,-10,2002-03
18,Boston Celtics,82,44,38,0.537,3966,7599,2700,6509,41.5,719,2155,33.4,1480,1994,74.2,849,2471,3320,1575,1147,720,303,367,1758,4,-32,2002-03
19,Washington Wizards,82,37,45,0.451,3966,7502,2816,6394,44,253,811,31.2,1617,2077,77.9,917,2395,3312,1612,1095,621,390,358,1644,3,-83,2002-03
20,Golden State Warriors,82,38,44,0.463,3951,8400,3061,6941,44.1,425,1235,34.4,1853,2382,77.8,1284,2546,3830,1712,1295,594,506,491,1786,0,-93,2002-03
21,New York Knicks,82,37,45,0.451,3971,7860,2967,6725,44.1,606,1582,38.3,1320,1620,81.5,842,2376,3218,1800,1149,579,255,308,1888,10,-111,2002-03
22,Memphis Grizzlies,82,28,54,0.341,3986,7995,3049,6743,45.2,467,1279,36.5,1430,1936,73.9,943,2466,3409,1892,1262,651,500,430,1678,1,-265,2002-03
23,Atlanta Hawks,82,35,47,0.427,3981,7714,2859,6434,44.4,402,1141,35.2,1594,2011,79.3,937,2558,3495,1679,1367,611,473,409,1783,8,-292,2002-03
24,Los Angeles Clippers,82,27,55,0.329,3951,7693,2835,6490,43.7,390,1178,33.1,1633,2177,75,1008,2462,3470,1605,1291,574,461,418,1784,2,-338,2002-03
25,Miami Heat,82,25,57,0.305,3966,7016,2688,6517,41.2,348,1100,31.6,1292,1689,76.5,948,2464,3412,1501,1167,592,324,436,1856,5,-414,2002-03
26,Chicago Bulls,82,30,52,0.366,3985,7786,2991,6714,44.5,349,997,35,1455,2014,72.2,985,2541,3526,1782,1388,605,461,413,2028,8,-421,2002-03
27,Toronto Raptors,82,24,58,0.293,3961,7453,2847,6664,42.7,409,1193,34.3,1350,1879,71.8,1023,2355,3378,1583,1181,609,392,406,1761,5,-481,2002-03
28,Denver Nuggets,82,17,65,0.207,3946,6901,2689,6544,41.1,229,824,27.8,1294,1850,69.9,1112,2363,3475,1737,1514,712,422,538,2056,11,-679,2002-03
29,Cleveland Cavaliers,82,17,65,0.207,3966,7495,2850,6746,42.2,293,897,32.7,1502,2012,74.7,1118,2542,3660,1712,1501,636,521,494,1864,5,-789,2002-03
1,Sacramento Kings,82,61,21,0.744,3951,8578,3267,7003,46.7,426,1160,36.7,1618,2154,75.1,1013,2702,3715,1959,1128,741,375,387,1560,9,624,2001-02
2,Los Angeles Lakers,82,58,24,0.707,3956,8304,3150,6840,46.1,510,1439,35.4,1494,2138,69.9,1022,2607,3629,1882,1040,625,478,354,1823,8,584,2001-02
3,San Antonio Spurs,82,58,24,0.707,3971,7932,2913,6363,45.8,438,1211,36.2,1668,2249,74.2,907,2566,3473,1643,1180,625,537,428,1575,8,509,2001-02
4,Dallas Mavericks,82,57,25,0.695,3976,8629,3200,6930,46.2,621,1645,37.8,1608,1994,80.6,918,2568,3486,1811,992,581,392,377,1842,8,349,2001-02
5,New Jersey Nets,82,52,30,0.634,3966,7889,3042,6816,44.6,403,1194,33.8,1402,1907,73.5,1039,2515,3554,1990,1189,716,490,439,1734,9,341,2001-02
6,Minnesota Timberwolves,82,50,32,0.61,3961,8145,3175,6887,46.1,396,1047,37.8,1399,1754,79.8,1059,2562,3621,1993,1097,524,427,407,1739,7,277,2001-02
7,Seattle SuperSonics,82,45,37,0.549,3966,8014,3131,6681,46.9,489,1292,37.8,1263,1672,75.5,968,2333,3301,1926,1124,698,364,400,1732,6,248,2001-02
8,Portland Trail Blazers,82,49,33,0.598,3966,7925,3004,6671,45,466,1318,35.4,1451,1901,76.3,1085,2444,3529,1926,1172,702,368,410,1613,7,245,2001-02
9,Boston Celtics,82,49,33,0.598,3966,7901,2852,6731,42.4,699,1946,35.9,1498,1960,76.4,891,2570,3461,1722,1114,793,292,476,1776,3,181,2001-02
10,Detroit Pistons,82,50,32,0.61,3936,7735,2845,6301,45.2,567,1509,37.6,1478,1954,75.6,811,2366,3177,1765,1193,648,565,335,1695,6,175,2001-02
11,Philadelphia 76ers,82,43,39,0.524,3946,7461,2804,6436,43.6,214,715,29.9,1639,2104,77.9,1092,2534,3626,1638,1256,705,363,458,1645,13,131,2001-02
12,Orlando Magic,82,44,38,0.537,3966,8240,3087,6892,44.8,620,1660,37.3,1446,1917,75.4,941,2439,3380,1804,1118,663,383,383,1700,5,129,2001-02
13,Charlotte Hornets,82,44,38,0.537,3951,7700,2893,6580,44,346,994,34.8,1568,2105,74.5,1059,2505,3564,1759,1150,653,456,422,1747,15,79,2001-02
14,Utah Jazz,82,44,38,0.537,3966,7871,2869,6374,45,280,842,33.3,1853,2430,76.3,1109,2349,3458,1999,1353,749,523,548,1971,8,73,2001-02
15,Indiana Pacers,82,42,40,0.512,3981,7938,2935,6580,44.6,405,1195,33.9,1663,2155,77.2,930,2568,3498,1884,1249,658,436,466,1876,14,22,2001-02
16,Milwaukee Bucks,82,41,41,0.5,3981,7996,3041,6577,46.2,593,1583,37.5,1321,1767,74.8,841,2557,3398,1847,1157,596,388,361,1788,9,-18,2001-02
17,Toronto Raptors,82,42,40,0.512,3951,7494,2919,6727,43.4,387,1109,34.9,1269,1717,73.9,1114,2336,3450,1779,1174,688,458,393,1771,9,-36,2001-02
18,Los Angeles Clippers,82,39,43,0.476,3961,7846,2970,6668,44.5,408,1147,35.6,1498,2026,73.9,1083,2474,3557,1714,1214,510,540,439,1624,6,-38,2001-02
19,Phoenix Suns,82,36,46,0.439,3966,7802,3097,6934,44.7,358,1096,32.7,1250,1630,76.7,1072,2430,3502,1838,1205,668,401,475,1785,9,-56,2001-02
20,Washington Wizards,82,37,45,0.451,3946,7609,2938,6664,44.1,305,786,38.8,1428,1866,76.5,1055,2393,3448,1715,1068,570,354,414,1763,7,-115,2001-02
21,Miami Heat,82,36,46,0.439,3986,7150,2801,6382,43.9,312,899,34.7,1236,1708,72.4,902,2544,3446,1664,1217,547,448,353,1846,14,-126,2001-02
22,Cleveland Cavaliers,82,29,53,0.354,3971,7812,2948,6582,44.8,387,1026,37.7,1529,1980,77.2,968,2483,3451,1891,1196,572,470,459,1752,10,-273,2001-02
23,New York Knicks,82,30,52,0.366,3961,7514,2817,6520,43.2,474,1344,35.3,1406,1786,78.7,876,2458,3334,1720,1192,558,288,385,1800,14,-327,2001-02
24,Atlanta Hawks,82,33,49,0.402,3956,7711,2901,6610,43.9,423,1194,35.4,1486,1942,76.5,955,2445,3400,1655,1274,666,349,508,1702,9,-347,2001-02
25,Houston Rockets,82,28,54,0.341,3996,7572,2837,6629,42.8,496,1480,33.5,1402,1893,74.1,1025,2411,3436,1482,1156,537,445,415,1476,11,-401,2001-02
26,Golden State Warriors,82,21,61,0.256,3956,8009,2998,6989,42.9,320,994,32.2,1693,2344,72.2,1334,2493,3827,1706,1378,650,523,516,1884,19,-443,2001-02
27,Denver Nuggets,82,27,55,0.329,3961,7559,2915,6870,42.4,423,1285,32.9,1306,1756,74.4,1117,2310,3427,1817,1205,613,462,560,1873,9,-477,2001-02
28,Memphis Grizzlies,82,23,59,0.28,3956,7372,2851,6535,43.6,336,1096,30.7,1334,1883,70.8,984,2413,3397,1785,1344,646,488,457,1571,8,-610,2001-02
29,Chicago Bulls,82,21,61,0.256,3961,7335,2811,6491,43.3,300,868,34.6,1413,1958,72.2,924,2359,3283,1817,1252,633,361,399,1834,13,-700,2001-02
1,San Antonio Spurs,82,58,24,0.707,3966,7886,2884,6262,46.1,445,1094,40.7,1673,2340,71.5,902,2712,3614,1778,1145,568,576,426,1551,3,636,2000-01
2,Sacramento Kings,82,55,27,0.671,4016,8343,3132,6969,44.9,479,1353,35.4,1600,2075,77.1,987,2705,3692,1852,1221,793,432,476,1596,2,477,2000-01
3,Utah Jazz,82,53,29,0.646,3956,7959,2960,6289,47.1,325,852,38.1,1714,2280,75.2,943,2383,3326,2111,1297,661,463,453,2108,6,385,2000-01
4,Dallas Mavericks,82,53,29,0.646,3961,8239,3085,6716,45.9,517,1357,38.1,1552,1954,79.4,831,2571,3402,1740,1141,618,492,379,1907,9,351,2000-01
4,Philadelphia 76ers,82,56,26,0.683,3971,7763,2902,6487,44.7,262,803,32.6,1697,2277,74.5,1075,2600,3675,1692,1292,690,408,458,1673,2,351,2000-01
6,Portland Trail Blazers,82,50,32,0.61,3956,7824,3004,6417,46.8,369,1057,34.9,1447,1899,76.2,959,2481,3440,1963,1257,672,419,324,1745,11,344,2000-01
7,Milwaukee Bucks,82,52,30,0.634,3956,8260,3112,6798,45.8,562,1481,37.9,1474,1874,78.7,975,2500,3475,1844,1123,672,386,350,1928,9,318,2000-01
8,Los Angeles Lakers,82,56,26,0.683,3981,8251,3109,6685,46.5,439,1275,34.4,1594,2333,68.3,1085,2583,3668,1888,1184,564,490,324,1872,7,277,2000-01
9,New York Knicks,82,48,34,0.585,3981,7275,2755,6198,44.4,391,1115,35.1,1374,1727,79.6,773,2524,3297,1520,1189,545,346,338,1863,7,216,2000-01
10,Houston Rockets,82,45,37,0.549,3966,7972,2943,6494,45.3,504,1412,35.7,1582,2086,75.8,919,2524,3443,1613,1204,587,358,400,1657,3,188,2000-01
10,Miami Heat,82,50,32,0.61,3976,7289,2694,6258,43,478,1384,34.5,1423,1874,75.9,813,2435,3248,1630,1122,633,304,424,1726,5,188,2000-01
12,Toronto Raptors,82,47,35,0.573,3991,8007,3048,6972,43.7,429,1164,36.9,1482,1985,74.7,1118,2529,3647,2004,1080,599,519,439,1745,6,185,2000-01
13,Phoenix Suns,82,51,31,0.622,3961,7710,2944,6757,43.6,332,1054,31.5,1490,1973,75.5,970,2529,3499,1905,1251,775,429,416,1864,6,181,2000-01
14,Charlotte Hornets,82,46,36,0.561,3976,7539,2800,6501,43.1,340,984,34.6,1599,2146,74.5,1033,2608,3641,1900,1183,665,455,375,1753,5,172,2000-01
15,Minnesota Timberwolves,82,47,35,0.573,3966,7982,3148,6871,45.8,322,901,35.7,1364,1737,78.5,1002,2470,3472,2083,1136,682,456,357,1900,6,111,2000-01
16,Orlando Magic,82,43,39,0.524,3991,7992,3013,6873,43.8,490,1346,36.4,1476,2068,71.4,1069,2450,3519,1803,1245,674,481,440,2071,9,81,2000-01
17,Seattle SuperSonics,82,44,38,0.537,3961,7978,3029,6649,45.6,466,1169,39.9,1454,1986,73.2,999,2422,3421,1792,1252,657,409,510,1733,6,2,2000-01
18,Indiana Pacers,82,41,41,0.5,3996,7591,2828,6431,44,396,1159,34.2,1539,2009,76.6,921,2595,3516,1763,1244,563,487,387,1926,8,-16,2000-01
19,Detroit Pistons,82,32,50,0.39,3971,7837,2919,6880,42.4,389,1112,35,1610,2233,72.1,1108,2626,3734,1629,1304,613,447,397,1955,7,-139,2000-01
20,Boston Celtics,82,36,46,0.439,3966,7759,2773,6485,42.8,592,1633,36.3,1621,2190,74,897,2367,3264,1708,1285,769,336,440,1952,3,-175,2000-01
21,Denver Nuggets,82,40,42,0.488,3956,7918,2979,6877,43.3,512,1444,35.5,1448,1964,73.7,1044,2583,3627,1970,1136,552,538,497,1820,3,-202,2000-01
22,Los Angeles Clippers,82,31,51,0.378,4006,7581,2896,6467,44.8,360,1063,33.9,1429,2061,69.3,962,2559,3521,1585,1293,490,513,412,1775,2,-237,2000-01
23,Cleveland Cavaliers,82,30,52,0.366,3966,7561,2890,6532,44.2,220,659,33.4,1561,2040,76.5,1015,2440,3455,1708,1350,642,436,542,1904,8,-348,2000-01
24,New Jersey Nets,82,26,56,0.317,3946,7552,2781,6550,42.5,361,1084,33.3,1629,2146,75.9,909,2337,3246,1603,1208,649,407,522,1982,4,-414,2000-01
25,Atlanta Hawks,82,25,57,0.305,3946,7459,2876,6668,43.1,333,933,35.7,1374,1811,75.9,1028,2490,3518,1559,1368,634,387,513,1863,7,-427,2000-01
26,Vancouver Grizzlies,82,23,59,0.28,3956,7522,2870,6539,43.9,325,947,34.3,1457,1892,77,894,2431,3325,1899,1291,586,359,476,1733,5,-470,2000-01
27,Washington Wizards,82,19,63,0.232,3936,7645,2833,6453,43.9,275,848,32.4,1704,2245,75.9,1016,2370,3386,1647,1391,630,383,511,1913,9,-547,2000-01
28,Golden State Warriors,82,17,65,0.207,3956,7584,2937,7175,40.9,282,964,29.3,1428,2024,70.6,1345,2385,3730,1788,1301,742,410,493,1727,6,-742,2000-01
29,Chicago Bulls,82,15,67,0.183,3971,7181,2721,6411,42.4,329,950,34.6,1410,1909,73.9,926,2260,3186,1810,1292,675,379,426,1902,3,-746,2000-01
1,Los Angeles Lakers,82,67,15,0.817,3961,8267,3137,6836,45.9,344,1047,32.9,1649,2369,69.6,1117,2738,3855,1921,1143,613,534,345,1841,206,701,1999-00
2,Portland Trail Blazers,82,59,23,0.72,3956,7991,3021,6430,47,407,1128,36.1,1542,2029,76,966,2560,3526,1925,1243,633,396,350,1865,140,525,1999-00
3,San Antonio Spurs,82,53,29,0.646,3971,7886,2952,6393,46.2,330,882,37.4,1652,2214,74.6,927,2666,3593,1819,1233,614,551,429,1716,163,487,1999-00
